label,path,H_mean,H_std,H_hist_0,H_hist_1,H_hist_2,H_hist_3,H_hist_4,H_hist_5,H_hist_6,H_hist_7,H_hist_8,H_hist_9,H_hist_10,H_hist_11,H_hist_12,H_hist_13,H_hist_14,H_hist_15,S_mean,S_std,S_hist_0,S_hist_1,S_hist_2,S_hist_3,S_hist_4,S_hist_5,S_hist_6,S_hist_7,S_hist_8,S_hist_9,S_hist_10,S_hist_11,S_hist_12,S_hist_13,S_hist_14,S_hist_15,V_mean,V_std,V_hist_0,V_hist_1,V_hist_2,V_hist_3,V_hist_4,V_hist_5,V_hist_6,V_hist_7,V_hist_8,V_hist_9,V_hist_10,V_hist_11,V_hist_12,V_hist_13,V_hist_14,V_hist_15
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1).jpeg,41.83235549926758,42.30796432495117,0.05942051112651825,0.5030290484428406,0.09412478655576706,0.10342393070459366,0.002902564126998186,0.00019999999494757503,0.006841025780886412,0.0005709401448257267,0.0031709400936961174,0.14728376269340515,0.04799316078424454,0.01073504239320755,0.004319658037275076,0.0005059828981757164,0.012962393462657928,0.0025162394158542156,81.63209533691406,54.946632385253906,0.14888888597488403,0.11786666512489319,0.10330940037965775,0.0734427347779274,0.05096239224076271,0.04594017192721367,0.06985469907522202,0.09682051092386246,0.14415384829044342,0.09732307493686676,0.0342632494866848,0.010288888588547707,0.0041709402576088905,0.0011589743662625551,0.0005470085307024419,0.0010085470275953412,160.28660583496094,58.301544189453125,0.0008957264944911003,0.010094016790390015,0.034914530813694,0.02419999986886978,0.037694018334150314,0.040912821888923645,0.05870085582137108,0.08814700692892075,0.09648888558149338,0.08444273471832275,0.08520513027906418,0.08547350764274597,0.08060342073440552,0.09507179260253906,0.12005127966403961,0.05710427463054657
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1).jpg,64.65577697753906,33.348480224609375,8.893510675989091e-05,0.014191990718245506,0.05277272313833237,0.4877679944038391,0.06985510140657425,0.0022815275005996227,0.0020181427244096994,0.0033350663725286722,0.012522746808826923,0.3539445996284485,0.0011151094222441316,6.499103619717062e-05,2.394406692474149e-05,3.4205809242848773e-06,1.0261743227601983e-05,3.4205809242848773e-06,144.1522674560547,81.24372863769531,0.005418200045824051,0.014872686006128788,0.03900488466024399,0.3110949993133545,0.02073214203119278,0.009047436527907848,0.017154213041067123,0.022004596889019012,0.030887845903635025,0.03943587839603424,0.039548758417367935,0.044399142265319824,0.06305498629808426,0.08926690369844437,0.10406775772571564,0.15000957250595093,159.97311401367188,63.27010726928711,0.0,0.0,0.0,0.0001128791700466536,0.011140831746160984,0.06924623996019363,0.21511007845401764,0.2217528373003006,0.08506643027067184,0.02340361475944519,0.010877447202801704,0.01068247389048338,0.011958351358771324,0.021204181015491486,0.06977985054254532,0.2496647834777832
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (10).jpg,60.57021713256836,24.79684066772461,0.020352017134428024,0.05436267331242561,0.055935680866241455,0.1062331274151802,0.15898071229457855,0.20967303216457367,0.1996750384569168,0.1372693032026291,0.029696209356188774,0.00446656858548522,0.004728736821562052,0.004489225335419178,0.0034502625931054354,0.003181620966643095,0.0030586286447942257,0.004447148647159338,97.12358856201172,46.75003433227539,0.06985001266002655,0.05491937696933746,0.05826606601476669,0.0648040845990181,0.06962668895721436,0.09973394870758057,0.14548714458942413,0.15947268903255463,0.13344036042690277,0.08243732154369354,0.035949405282735825,0.016089357435703278,0.005272493232041597,0.0020326124504208565,0.0009871764341369271,0.0016312685329467058,117.84609985351562,55.20171356201172,0.003586201462894678,0.02658255770802498,0.0625675618648529,0.08410095423460007,0.0887390673160553,0.11161890625953674,0.11664865165948868,0.11222092062234879,0.09619629383087158,0.07789307087659836,0.06748402863740921,0.055113572627305984,0.02966707944869995,0.015374058857560158,0.010124222375452518,0.04208284616470337
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (100).jpg,31.61993408203125,17.621259689331055,0.06173333153128624,0.3253999948501587,0.08028333634138107,0.3316333293914795,0.19371666014194489,0.00143333338201046,4.999999873689376e-05,0.0,0.0,0.0,0.0,3.333333370392211e-05,3.333333370392211e-05,0.00013333333481568843,0.0002833333273883909,0.005266666878014803,109.80243682861328,48.15929412841797,0.00139999995008111,0.029400000348687172,0.07126666605472565,0.0832500010728836,0.10764999687671661,0.13103333115577698,0.11819999665021896,0.10859999805688858,0.10019999742507935,0.07779999822378159,0.06148333474993706,0.05783333256840706,0.02876666747033596,0.014000000432133675,0.005150000099092722,0.003966666758060455,135.7909393310547,61.29369354248047,0.0012499999720603228,0.029349999502301216,0.07135000079870224,0.061149999499320984,0.038750000298023224,0.05443333461880684,0.09083333611488342,0.10271666944026947,0.09416666626930237,0.10241666436195374,0.10276667028665543,0.0676666647195816,0.04191666841506958,0.038750000298023224,0.03480000048875809,0.06768333166837692
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1000).JPG,51.018829345703125,46.96696472167969,0.0145263671875,0.2002105712890625,0.275543212890625,0.270904541015625,0.062164306640625,0.0055694580078125,0.0007781982421875,0.0,0.0,0.0,0.0,0.0042266845703125,0.068115234375,0.0291290283203125,0.0468902587890625,0.021942138671875,91.23733520507812,49.9470100402832,0.00982666015625,0.1699371337890625,0.0737457275390625,0.0614013671875,0.0750579833984375,0.1070098876953125,0.142913818359375,0.130859375,0.0983734130859375,0.0574493408203125,0.03045654296875,0.0167694091796875,0.00933837890625,0.006011962890625,0.00372314453125,0.0071258544921875,134.6234893798828,42.91206359863281,3.0517578125e-05,0.0003509521484375,0.003814697265625,0.0178375244140625,0.0626678466796875,0.1040191650390625,0.1535491943359375,0.149078369140625,0.1228179931640625,0.0953826904296875,0.0899810791015625,0.0988616943359375,0.05126953125,0.0220184326171875,0.01416015625,0.01416015625
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1001).JPG,98.09638977050781,62.92073440551758,0.024139404296875,0.1051177978515625,0.1118011474609375,0.172454833984375,0.0421600341796875,0.0001068115234375,1.52587890625e-05,1.52587890625e-05,1.52587890625e-05,0.0,3.0517578125e-05,0.012359619140625,0.1639862060546875,0.08966064453125,0.248992919921875,0.029144287109375,54.77070617675781,45.37520980834961,0.11865234375,0.428863525390625,0.0219573974609375,0.022796630859375,0.0561676025390625,0.11541748046875,0.1029205322265625,0.0660400390625,0.034332275390625,0.01763916015625,0.0077972412109375,0.0035400390625,0.0015869140625,0.000732421875,0.0006103515625,0.000946044921875,136.9001007080078,25.383121490478516,0.0,1.52587890625e-05,0.000335693359375,0.0015411376953125,0.011474609375,0.04034423828125,0.112701416015625,0.2000579833984375,0.205230712890625,0.2246551513671875,0.161590576171875,0.033172607421875,0.006988525390625,0.0015869140625,0.0002593994140625,4.57763671875e-05
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1002).JPG,95.78868103027344,63.73619079589844,0.0346832275390625,0.1600494384765625,0.06524658203125,0.17529296875,0.012542724609375,0.0,0.0,0.0,0.0,6.103515625e-05,0.000152587890625,0.05279541015625,0.186859130859375,0.01531982421875,0.220947265625,0.0760498046875,57.92378234863281,42.638458251953125,0.008880615234375,0.487213134765625,0.08123779296875,0.03009033203125,0.070037841796875,0.0926971435546875,0.0893402099609375,0.0704498291015625,0.0388336181640625,0.0152130126953125,0.006378173828125,0.0034637451171875,0.0021209716796875,0.0016021728515625,0.001068115234375,0.001373291015625,133.57244873046875,22.680749893188477,0.0,3.0517578125e-05,0.0041046142578125,0.0030517578125,0.0048065185546875,0.02581787109375,0.1316070556640625,0.17919921875,0.3293609619140625,0.2335205078125,0.04888916015625,0.0281829833984375,0.0088958740234375,0.0021209716796875,0.000335693359375,7.62939453125e-05
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1003).JPG,70.31221008300781,53.5988655090332,0.0079193115234375,0.0673828125,0.1133880615234375,0.356201171875,0.1713409423828125,0.0041656494140625,3.0517578125e-05,0.0,0.0,4.57763671875e-05,0.000152587890625,0.0010986328125,0.0606842041015625,0.0764312744140625,0.1253509521484375,0.01580810546875,78.736328125,48.37950897216797,0.13629150390625,0.1155548095703125,0.0575714111328125,0.038726806640625,0.1008148193359375,0.1665802001953125,0.1471099853515625,0.0977630615234375,0.0572509765625,0.035675048828125,0.0202789306640625,0.0113983154296875,0.006683349609375,0.003997802734375,0.0021820068359375,0.0021209716796875,122.52761840820312,30.730701446533203,0.0,6.103515625e-05,0.0008087158203125,0.01220703125,0.0584564208984375,0.1538848876953125,0.18115234375,0.158172607421875,0.13458251953125,0.16253662109375,0.1115264892578125,0.020782470703125,0.005279541015625,0.0005035400390625,4.57763671875e-05,0.0
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1004).JPG,78.21551513671875,39.991634368896484,0.0092926025390625,0.056243896484375,0.0438995361328125,0.10211181640625,0.2208099365234375,0.0922393798828125,0.0859832763671875,0.001251220703125,0.0005035400390625,0.000885009765625,0.1481475830078125,0.217437744140625,0.0169830322265625,0.001983642578125,0.0011444091796875,0.0010833740234375,57.4888916015625,32.41221618652344,0.0084381103515625,0.34912109375,0.0977630615234375,0.120147705078125,0.205841064453125,0.1089935302734375,0.0451507568359375,0.0257568359375,0.0196380615234375,0.0117034912109375,0.004974365234375,0.001373291015625,0.000335693359375,0.0002288818359375,0.00018310546875,0.0003509521484375,141.11520385742188,25.357141494750977,0.0,3.0517578125e-05,0.000152587890625,0.0012054443359375,0.0045928955078125,0.0271759033203125,0.0908050537109375,0.20703125,0.18072509765625,0.2092437744140625,0.2351837158203125,0.0263671875,0.0094757080078125,0.00543212890625,0.002197265625,0.0003814697265625
Blight,E:\S1Informatika\PCD\tubes\data\Blight\Corn_Blight (1005).JPG,62.21363830566406,32.43037414550781,0.0059051513671875,0.0374603271484375,0.0318145751953125,0.08563232421875,0.4028778076171875,0.2651214599609375,0.0697174072265625,0.0026092529296875,0.000274658203125,0.0001068115234375,0.00018310546875,0.0031280517578125,0.0335693359375,0.0247802734375,0.02984619140625,0.0069732666015625,59.38832092285156,31.15213394165039,0.055084228515625,0.0965118408203125,0.2600555419921875,0.2076416015625,0.152557373046875,0.0919036865234375,0.062713623046875,0.0411376953125,0.020660400390625,0.007781982421875,0.0028228759765625,0.0008392333984375,0.00018310546875,3.0517578125e-05,3.0517578125e-05,4.57763671875e-05,136.4118194580078,35.08453369140625,0.0,0.0,0.000213623046875,0.010498046875,0.0449676513671875,0.0726165771484375,0.1194915771484375,0.1641387939453125,0.1619415283203125,0.16778564453125,0.118804931640625,0.0861358642578125,0.0300750732421875,0.014190673828125,0.00897216796875,0.0001678466796875
